machine_id,internal_temperature_c,probe_health_score_percent,error_count_30d,cooling_fan_rpm,power_consumption_w,voltage_fluctuation_v,daily_usage_hours,image_artifact_score_0_10,last_service_days_ago,target_days_to_failure
USM_005,45.3,100.0,6,2672,321.79,226.8,5.84,4.22,23,101
USM_009,44.2,97.8,6,2244,369.83,239.02,6.7,4.3,17,101
USM_012,41.3,96.2,3,2920,375.78,224.98,5.03,2.58,124,99
USM_001,41.8,88.8,4,2272,322.86,231.82,4.65,2.89,33,108
USM_001,41.6,100.0,8,2940,337.78,232.72,6.07,3.74,119,105
USM_015,39.2,100.0,5,2323,326.1,220.12,3.83,3.3,81,103
USM_002,40.9,100.0,4,2963,354.42,224.48,3.83,2.86,5,110
USM_016,43.8,95.4,6,2691,397.89,229.94,7.36,4.7,100,106
USM_008,40.4,100.0,5,2486,319.16,229.2,3.7,2.74,46,112
USM_013,43.5,100.0,6,3165,390.03,224.95,7.33,3.75,67,113
USM_001,38.4,100.0,7,2613,318.73,229.86,6.93,4.51,14,97
USM_016,38.2,100.0,3,2523,316.09,232.59,2.55,2.99,1,119
USM_007,38.2,100.0,3,2904,382.74,228.51,4.64,1.5,24,105
USM_005,39.8,98.5,5,2204,386.88,238.42,8.39,3.03,12,113
USM_003,46.2,100.0,6,1953,384.06,226.54,4.04,3.52,34,110
USM_012,44.2,95.7,5,3039,297.37,221.26,5.07,4.62,5,118
USM_016,37.4,100.0,5,2373,331.36,238.49,6.92,2.81,135,108
USM_019,43.6,96.8,7,2945,382.92,229.22,7.57,5.27,7,99
USM_005,39.8,100.0,3,2661,351.66,223.73,5.5,2.03,86,115
USM_014,38.5,100.0,5,2285,307.05,218.99,4.8,3.5,168,110
USM_005,36.3,100.0,3,2794,368.33,233.74,8.84,3.09,9,125
USM_015,46.3,100.0,8,2589,321.41,229.7,9.48,4.68,25,95
USM_017,36.5,90.7,6,2292,421.78,230.72,7.96,2.48,78,96
USM_014,41.3,98.9,5,2347,411.79,229.24,6.17,3.83,75,103
USM_020,37.3,100.0,4,2103,374.16,240.02,4.38,3.09,2,114
USM_005,44.2,100.0,8,2812,404.44,230.75,4.34,4.86,4,101
USM_012,40.4,100.0,3,2373,352.59,241.23,7.05,2.5,7,116
USM_016,41.2,92.4,5,2651,380.62,229.04,6.84,4.25,50,107
USM_016,41.8,92.9,4,2613,409.11,233.36,8.8,2.97,3,109
USM_007,43.0,99.1,6,2397,359.82,234.7,7.3,3.58,53,106
USM_004,40.8,98.0,6,2201,339.79,228.84,2.99,3.1,25,109
USM_001,41.9,100.0,6,3428,281.82,230.41,8.1,2.95,66,108
USM_005,38.9,100.0,3,2624,346.67,234.59,4.0,1.35,91,111
USM_010,35.0,100.0,3,3147,382.94,233.82,5.23,3.75,94,110
USM_005,37.2,100.0,4,2970,387.83,224.78,6.5,2.25,2,110
USM_004,45.4,94.3,7,2607,370.17,229.49,9.99,2.6,176,108
USM_002,41.8,100.0,5,2722,328.35,238.69,12.22,1.78,53,110
USM_020,39.1,97.9,5,2687,270.93,239.22,7.21,2.42,135,108
USM_010,35.8,94.7,5,3161,330.19,236.52,5.63,4.19,57,105
USM_019,34.9,100.0,5,2847,337.83,240.26,7.07,3.78,39,104
USM_001,39.1,90.4,6,2399,337.48,226.96,7.78,4.64,78,92
USM_005,44.9,93.8,4,2804,374.74,232.1,5.36,2.72,14,108
USM_013,40.2,97.0,4,2892,429.43,236.5,9.59,3.75,6,105
USM_004,43.2,95.0,5,2329,354.94,225.9,6.46,3.05,5,108
USM_016,39.3,94.7,7,2791,341.33,229.64,7.0,4.64,113,101
USM_016,44.4,98.1,6,3097,339.63,236.92,7.33,3.88,146,111
USM_002,40.3,92.5,6,2395,354.98,224.6,6.84,3.18,101,105
USM_017,37.0,100.0,6,2404,316.87,223.38,7.68,4.37,140,111
USM_020,40.1,97.3,6,2999,354.81,238.97,4.77,4.02,251,101
USM_012,48.6,93.0,5,2629,368.03,234.17,4.88,2.41,44,88
USM_018,48.1,100.0,4,2436,358.39,229.53,3.8,1.66,10,113
USM_003,43.7,97.4,5,2951,368.3,231.12,6.88,2.16,56,106
USM_001,41.3,96.0,6,2836,367.35,224.77,7.56,5.25,26,104
USM_001,42.9,100.0,4,2707,279.12,233.98,6.92,2.32,25,110
USM_019,43.6,98.2,6,3023,375.47,237.59,9.35,5.33,78,109
USM_011,41.3,100.0,4,3022,323.16,228.1,5.99,2.27,5,117
USM_005,43.6,97.6,4,2661,306.17,239.87,7.34,2.32,2,107
USM_012,41.8,100.0,5,3260,305.82,226.27,3.82,4.21,71,101
USM_003,40.0,100.0,5,3125,367.34,228.84,5.23,4.26,18,118
USM_001,37.1,94.0,4,2025,341.1,228.17,7.39,4.29,29,109
USM_001,40.1,100.0,5,2341,282.72,226.05,7.7,4.01,22,112
USM_008,44.6,98.2,5,2018,369.12,228.83,5.41,2.65,57,95
USM_010,41.3,93.0,5,2565,292.42,230.21,5.86,4.63,10,105
USM_011,41.9,100.0,4,2306,355.59,232.02,2.96,3.57,76,102
USM_012,40.2,99.5,4,2407,359.54,243.68,5.29,3.0,155,110
USM_013,37.7,100.0,4,2954,385.42,235.69,7.78,3.43,108,113
USM_012,40.8,100.0,5,2131,421.27,231.71,7.15,4.39,142,111
USM_014,37.7,88.8,4,2665,295.41,232.51,7.0,4.47,165,106
USM_002,37.2,97.3,3,2658,347.9,238.89,6.1,1.36,27,109
USM_019,46.3,98.0,6,2688,338.95,243.84,6.01,4.36,95,99
USM_018,39.5,96.9,5,2684,367.35,231.55,4.68,4.35,40,105
USM_003,38.9,97.4,5,1969,358.63,221.5,7.4,3.13,18,107
USM_017,48.2,100.0,5,2488,335.9,228.42,6.84,3.45,82,102
USM_008,45.0,88.1,7,3162,332.36,229.53,6.98,4.24,16,95
USM_010,39.8,100.0,4,2288,305.34,229.51,4.95,1.35,6,111
USM_002,42.1,90.9,7,3171,389.51,230.86,1.69,3.54,73,100
USM_019,41.1,96.5,5,2239,368.37,233.5,8.19,3.21,20,117
USM_009,38.5,98.7,4,2176,386.71,230.31,5.04,3.26,21,106
USM_007,43.0,100.0,5,2394,337.58,228.38,4.27,2.81,127,113
USM_004,40.5,86.5,5,2994,323.73,233.34,7.39,4.89,8,99
USM_018,41.6,96.5,5,2502,306.87,238.43,5.22,2.76,86,116
USM_013,46.1,99.5,6,2814,364.36,234.96,8.12,4.28,29,99
USM_011,45.5,100.0,8,2726,308.41,231.65,7.23,3.95,134,102
USM_004,39.6,100.0,7,2630,423.95,234.73,7.37,4.69,34,104
USM_004,42.8,99.3,9,3059,297.69,226.21,3.27,5.11,31,91
USM_010,37.6,100.0,6,2857,360.95,228.24,8.42,5.07,33,108
USM_005,43.4,96.2,5,2341,412.67,228.41,6.52,2.4,109,107
USM_009,41.9,100.0,4,2586,373.96,227.74,5.26,3.68,1,108
USM_003,43.1,94.5,4,3203,357.03,230.45,6.29,2.98,73,97
USM_017,39.4,94.6,7,2740,311.26,236.27,2.45,6.97,13,106
USM_003,50.0,99.8,6,2298,294.73,228.11,6.82,3.96,128,108
USM_016,37.4,96.6,8,2192,380.8,222.59,3.94,4.97,28,107
USM_004,44.7,96.4,6,2964,410.25,236.1,3.29,4.01,24,105
USM_018,36.6,100.0,1,2826,332.45,228.03,2.96,0.7,74,117
USM_017,44.1,90.9,4,2414,304.44,232.35,8.23,3.16,76,110
USM_007,43.5,100.0,3,2909,251.67,230.91,4.74,2.65,60,120
USM_005,42.5,96.1,5,3154,310.77,227.66,9.07,3.21,24,107
USM_012,39.3,95.9,5,3079,345.45,237.65,4.93,3.96,56,107
USM_017,41.2,100.0,6,3143,413.96,231.37,2.59,3.83,3,111
USM_013,42.0,100.0,2,2836,376.93,237.85,3.77,0.71,186,116
USM_003,49.3,95.3,6,2689,362.2,231.56,8.47,3.41,36,104
USM_009,37.9,99.2,3,2508,334.0,228.01,5.69,2.9,21,116
USM_017,39.0,96.1,5,2634,326.67,231.25,4.9,4.98,118,110
USM_017,42.7,99.1,4,2414,406.23,230.67,6.32,3.99,23,114
USM_020,40.7,93.4,4,2549,358.03,224.14,7.0,3.59,352,106
USM_016,41.7,99.0,6,3049,265.9,233.09,8.23,3.63,70,116
USM_013,46.5,92.4,5,2232,323.06,222.1,8.9,2.15,62,101
USM_019,30.0,100.0,6,2088,315.67,234.03,5.28,3.99,9,107
USM_017,38.4,100.0,6,2883,328.15,223.8,3.35,2.94,56,106
USM_004,34.3,100.0,4,2488,372.52,220.87,5.17,2.53,10,120
USM_012,36.8,97.6,7,2040,345.7,235.66,6.52,4.81,91,95
USM_009,50.6,100.0,6,2737,346.93,226.08,4.07,3.61,8,96
USM_019,43.4,100.0,3,2622,402.54,225.1,4.09,2.67,26,116
USM_012,45.5,100.0,4,2575,322.14,236.0,6.69,2.73,38,113
USM_009,41.2,100.0,6,2867,424.57,233.23,5.9,3.7,98,109
USM_007,44.6,99.6,5,2295,323.15,236.77,6.07,3.65,60,111
USM_014,34.1,100.0,4,2594,353.57,228.95,4.48,3.36,82,117
USM_020,45.5,100.0,3,2642,338.75,246.47,5.54,2.13,16,112
USM_019,37.8,99.2,5,2638,354.94,230.04,4.15,2.33,16,110
USM_015,39.8,100.0,4,2128,367.78,240.42,7.78,2.59,28,118
USM_016,44.0,100.0,5,2533,367.35,228.66,8.07,3.14,1,111
USM_005,41.8,100.0,4,2674,319.88,220.5,2.31,3.29,106,115
USM_003,41.4,96.8,7,2826,305.08,230.79,4.14,3.39,27,89
USM_012,35.3,100.0,5,3156,450.0,233.47,3.01,3.22,4,107
USM_020,41.6,91.7,6,2907,330.64,222.32,4.7,5.77,123,97
USM_004,45.3,95.3,7,2841,377.97,226.74,5.83,4.5,206,98
USM_016,38.6,100.0,4,3017,285.69,227.71,3.1,4.52,62,110
USM_007,46.3,100.0,5,2621,338.82,233.4,4.16,3.8,26,106
USM_013,37.5,91.9,4,3091,344.91,217.68,3.99,3.95,32,109
USM_010,41.6,100.0,5,3002,368.91,237.93,6.41,3.74,17,106
USM_007,47.7,99.8,9,2592,250.0,229.81,6.14,3.57,74,102
USM_014,38.4,92.5,6,3211,356.65,226.21,4.56,4.64,26,105
USM_005,45.8,100.0,3,2842,304.01,237.63,6.35,2.36,1,107
USM_003,49.1,93.9,6,3399,362.97,230.17,4.91,4.47,2,89
USM_011,42.0,100.0,5,2761,308.55,233.76,5.46,3.5,57,108
USM_011,40.2,100.0,4,2483,315.78,230.08,9.35,1.53,20,117
USM_018,39.1,93.4,6,2410,339.05,225.82,8.68,3.86,11,104
USM_015,46.1,97.3,3,2603,307.91,227.07,3.4,2.21,48,119
USM_012,47.0,97.0,6,2548,330.98,232.55,7.66,3.0,19,95
USM_009,47.7,100.0,4,3108,302.26,226.81,7.62,3.17,4,101
USM_010,40.8,100.0,4,2649,276.67,225.38,3.7,1.83,12,106
USM_012,46.1,93.7,6,2226,390.72,234.03,7.64,3.7,90,104
USM_017,42.1,98.3,5,2734,298.16,228.67,9.08,3.52,114,112
USM_006,37.4,100.0,4,2661,342.85,227.92,3.75,4.09,123,114
USM_007,45.5,98.4,4,2564,380.12,235.34,4.16,2.99,45,111
USM_014,48.5,91.9,6,2815,325.4,227.63,8.04,4.14,180,103
USM_013,37.6,95.9,4,2612,316.99,229.53,6.54,3.51,9,108
USM_008,37.6,100.0,4,2816,359.05,229.69,7.1,2.92,68,117
USM_010,41.8,100.0,3,2840,394.72,231.61,6.68,1.66,73,125
USM_009,45.5,96.5,5,2814,303.23,235.29,6.78,3.45,3,103
USM_018,36.3,100.0,5,2223,343.99,237.37,3.35,4.08,19,107
USM_002,42.9,100.0,3,3315,280.7,225.95,8.09,2.4,178,104
USM_005,39.7,92.9,5,2180,334.27,225.49,8.34,3.59,85,107
USM_005,44.2,95.1,7,2653,351.37,233.86,5.54,3.59,3,100
USM_006,38.3,97.6,8,2304,315.82,233.57,5.91,4.6,46,101
USM_019,43.8,100.0,4,2807,331.72,224.49,2.94,3.36,62,122
USM_008,41.1,90.5,6,2702,293.67,238.35,7.03,4.25,216,103
USM_016,38.0,94.3,4,2579,353.08,223.92,7.14,3.7,75,103
USM_013,41.7,100.0,4,3122,392.23,232.37,5.88,2.84,61,110
USM_001,34.3,100.0,3,2925,306.11,222.32,8.25,2.2,143,110
USM_020,39.1,99.1,3,2542,325.09,240.85,5.33,3.11,64,114
USM_017,43.1,100.0,5,2922,370.1,222.58,7.13,3.73,161,110
USM_007,33.9,88.4,6,3058,398.48,234.39,3.96,4.23,40,105
USM_013,31.2,100.0,4,2892,290.27,228.89,5.95,4.81,76,113
USM_004,32.1,100.0,4,2529,343.25,228.03,5.65,4.28,59,108
USM_004,46.9,91.5,8,2242,361.33,227.8,6.45,5.14,48,95
USM_006,41.0,100.0,2,2757,345.92,234.69,5.26,1.3,23,110
USM_019,39.3,95.5,5,2843,250.93,224.52,5.74,5.21,140,104
USM_012,45.7,96.1,5,2476,370.04,220.35,7.65,3.86,18,106
USM_007,39.7,99.8,5,2653,410.77,233.2,5.13,3.76,10,117
USM_010,41.8,100.0,5,2642,354.67,219.98,2.79,4.23,74,114
USM_019,42.5,99.7,6,3091,308.76,230.46,9.5,3.37,47,108
USM_007,40.3,100.0,4,3209,329.47,244.03,8.76,2.26,18,114
USM_003,42.0,99.6,6,3022,420.8,222.96,3.42,4.81,122,112
USM_013,44.9,95.6,4,2673,386.4,236.75,7.38,2.86,20,108
USM_013,40.5,90.9,4,2999,375.6,225.75,4.99,2.96,3,109
USM_018,39.8,100.0,5,2842,364.26,230.99,6.53,3.1,1,108
USM_020,40.3,100.0,5,2630,323.55,234.29,6.59,2.95,153,111
USM_008,32.2,100.0,3,3199,341.98,233.56,5.53,3.34,30,119
USM_009,42.2,98.1,6,2450,346.88,226.08,4.43,3.36,14,111
USM_007,36.3,100.0,6,2794,371.98,243.4,4.62,4.68,50,99
USM_001,43.6,100.0,6,2937,410.36,228.21,4.17,3.79,40,108
USM_003,40.7,100.0,4,2570,394.73,230.64,4.34,2.48,365,115
USM_013,41.9,100.0,4,2836,293.22,231.22,5.87,2.61,131,109
USM_017,43.9,100.0,6,2973,358.96,225.4,4.57,2.95,18,112
USM_001,38.1,91.1,4,2704,379.47,230.52,7.36,3.54,71,99
USM_006,43.7,97.7,5,2828,374.75,229.3,8.97,2.97,29,103
USM_006,42.3,99.1,3,2704,324.83,228.57,4.84,2.29,27,99
USM_012,40.9,92.7,5,2898,450.0,241.19,6.48,4.11,27,102
USM_013,38.0,97.5,4,2561,298.92,225.43,7.0,3.04,61,99
USM_013,44.1,97.1,4,2597,306.67,236.22,6.94,2.58,46,115
USM_015,44.4,100.0,4,2699,359.34,234.27,6.15,3.82,84,120
USM_016,42.3,100.0,5,3028,434.67,231.4,7.49,4.18,9,105
USM_011,37.5,100.0,5,2100,316.55,226.65,6.96,3.09,33,109
USM_005,38.8,100.0,6,2364,339.37,223.14,3.52,5.11,118,108
USM_004,41.7,100.0,7,3349,393.09,224.69,7.74,5.55,1,101
USM_003,44.7,97.7,6,2779,349.29,220.33,7.77,3.98,58,108
USM_019,34.8,99.6,4,2475,336.62,228.64,4.47,2.89,92,110
USM_020,39.3,100.0,6,2881,372.63,220.88,6.08,3.6,29,101
USM_018,40.2,100.0,3,2416,360.9,236.31,7.37,2.11,129,116
USM_015,41.1,97.4,5,2029,391.22,232.02,5.58,2.63,79,110
USM_009,36.8,100.0,2,2724,401.66,232.82,8.15,1.65,55,105
USM_017,41.8,97.7,4,2448,362.28,233.3,10.73,2.86,13,110
USM_014,39.9,100.0,7,2679,361.67,233.64,4.43,2.1,66,103
USM_015,36.7,97.7,7,2715,358.56,238.22,3.24,4.11,107,104
USM_001,41.2,95.7,3,2704,369.57,225.34,6.61,2.87,78,117
USM_003,39.7,96.3,7,2134,352.21,236.04,7.44,3.85,51,108
USM_016,43.4,100.0,5,2691,349.98,233.89,5.54,4.08,75,115
USM_011,38.7,94.8,7,2770,397.87,222.24,8.91,4.85,226,102
USM_012,41.2,100.0,6,2241,410.64,248.31,3.32,2.98,1,106
USM_010,38.6,99.9,5,2180,289.7,229.2,7.39,3.65,65,99
USM_016,38.8,100.0,4,2317,350.4,234.04,4.79,3.68,94,116
USM_008,43.5,94.2,7,2909,322.45,234.54,9.44,4.99,61,106
USM_006,43.4,100.0,5,2084,337.56,237.43,9.99,4.12,19,101
USM_012,39.4,100.0,5,2893,366.1,230.59,4.47,4.64,103,111
USM_008,40.1,90.7,5,2769,376.78,233.23,4.9,2.29,146,107
USM_004,36.1,100.0,6,2533,345.51,226.28,7.72,2.67,69,103
USM_008,46.9,95.3,7,2274,273.47,224.95,5.23,4.68,42,103
USM_018,44.2,100.0,8,2453,311.4,235.14,5.91,3.91,27,98
USM_005,44.1,98.1,4,2925,385.86,229.4,6.05,3.33,24,108
USM_009,34.2,92.3,4,2968,250.0,234.01,2.16,3.37,77,99
USM_004,39.1,97.9,5,2331,397.5,227.79,5.97,4.26,56,112
USM_017,39.8,92.2,2,2990,370.85,224.07,4.62,1.87,10,113
USM_009,33.5,100.0,7,2791,402.65,235.35,5.01,4.13,9,103
USM_001,45.8,100.0,8,2705,342.06,236.85,8.89,3.42,4,96
USM_020,46.7,95.5,7,2495,267.54,234.78,3.49,3.15,69,113
USM_013,50.2,100.0,6,2577,367.21,230.36,7.63,3.84,22,100
USM_016,37.2,96.4,4,3168,400.99,236.56,5.44,3.19,1,108
USM_013,41.8,93.5,6,2721,386.99,249.33,5.44,3.8,24,98
USM_014,47.2,95.1,6,3120,323.49,234.22,7.58,3.62,107,95
USM_003,40.7,100.0,5,2729,353.47,223.4,6.68,4.08,17,112
USM_006,39.5,100.0,5,2509,328.69,226.03,7.14,3.49,60,111
USM_018,34.5,98.0,2,2770,317.23,234.35,7.94,1.56,34,111
USM_019,45.9,100.0,4,3355,388.22,219.69,5.34,1.94,47,113
USM_005,41.1,99.0,4,2467,302.1,229.49,4.78,2.32,54,110
USM_015,38.0,97.9,4,2904,314.25,233.9,3.83,3.93,36,113
USM_002,42.2,100.0,4,2729,305.84,237.43,4.35,3.89,3,113
USM_010,43.6,100.0,6,2251,290.39,234.13,11.9,5.0,50,107
USM_018,42.8,100.0,4,2236,355.86,231.34,8.49,2.32,30,115
USM_013,40.0,100.0,6,2513,396.46,219.28,3.3,4.64,13,113
USM_005,47.3,100.0,4,2827,342.6,236.89,3.36,1.4,136,113
USM_001,41.2,98.8,5,2925,289.77,235.78,6.96,3.43,79,101
USM_001,48.3,100.0,6,2261,383.6,231.5,7.09,3.58,20,108
USM_018,44.0,100.0,6,2886,417.43,225.37,7.1,3.57,46,110
USM_015,42.8,90.5,4,2642,324.15,225.91,5.49,3.66,197,107
USM_017,41.0,100.0,5,2660,330.86,223.89,5.75,3.45,16,99
USM_011,45.6,98.0,4,2882,370.63,214.79,6.66,2.23,176,102
USM_017,42.0,100.0,6,3193,414.87,229.09,6.17,4.2,68,106
USM_013,36.7,100.0,4,2707,329.21,227.71,1.56,3.58,46,102
USM_001,37.5,97.8,4,2218,296.7,246.25,5.54,3.84,245,118
USM_002,42.8,100.0,4,2621,375.26,227.5,4.3,3.05,24,106
USM_009,38.0,99.4,4,2885,381.96,237.39,6.35,3.05,19,104
USM_003,42.7,95.3,6,2942,350.25,224.25,11.97,4.17,24,102
USM_001,45.9,100.0,7,2908,327.67,227.37,6.73,4.92,83,103
USM_016,42.6,100.0,6,2522,389.78,225.92,5.37,1.94,24,109
USM_006,39.1,100.0,2,2230,371.12,225.95,7.84,1.89,6,104
USM_017,47.4,92.2,5,2900,319.26,229.41,6.97,4.12,62,93
USM_005,43.9,94.7,6,2324,351.96,227.02,6.84,3.35,15,100
USM_005,45.9,96.1,6,2916,295.93,228.32,7.21,3.72,1,106
USM_006,33.5,100.0,5,2792,377.44,236.96,10.11,3.31,13,108
USM_003,42.3,100.0,5,2532,339.51,226.75,3.74,3.96,102,110
USM_005,45.1,100.0,5,2667,332.57,234.45,6.95,3.05,169,113
USM_005,47.8,99.8,3,2787,348.69,232.69,4.15,2.14,65,106
USM_010,35.9,100.0,3,2424,351.61,236.26,7.11,2.54,22,116
USM_010,45.9,100.0,5,2294,385.8,231.3,4.16,3.17,34,108
USM_019,47.9,100.0,3,2716,373.64,227.69,5.17,2.08,12,114
USM_017,33.3,96.1,3,2602,343.74,230.67,5.41,3.56,127,114
USM_014,43.9,100.0,4,3097,380.55,236.92,7.95,3.39,65,98
USM_009,44.4,97.8,8,2459,366.03,237.56,7.84,3.12,5,104
USM_014,39.6,100.0,4,2966,332.94,229.44,3.51,3.54,27,121
USM_001,39.6,96.4,4,2301,345.01,236.05,6.11,1.96,46,115
USM_019,43.8,97.7,3,2284,344.07,228.43,4.58,2.53,95,109
USM_013,38.4,100.0,5,2543,370.21,228.18,3.48,2.19,151,113
USM_013,40.5,98.7,5,2372,335.32,227.5,5.57,4.3,8,104
USM_004,44.6,99.9,7,2288,334.38,229.5,5.38,5.65,107,104
USM_001,49.7,100.0,4,3330,428.75,234.3,10.85,2.45,4,101
USM_017,43.9,94.5,4,2553,387.59,227.79,6.87,3.47,16,108
USM_008,41.3,100.0,6,3356,319.58,231.57,3.24,2.64,1,118
USM_002,39.2,99.8,4,2343,372.84,221.95,4.87,3.57,3,103
USM_008,38.0,100.0,3,2117,354.73,228.12,8.04,2.72,1,117
USM_007,47.0,98.0,6,3107,365.66,228.07,10.18,3.75,9,99
USM_002,40.1,100.0,4,2432,355.49,228.9,2.83,4.0,125,107
USM_003,45.2,100.0,4,2743,397.59,232.63,2.24,2.11,20,113
USM_018,41.1,100.0,4,2254,363.82,225.38,9.74,3.6,39,112
USM_012,39.1,100.0,4,2629,347.52,229.33,6.78,1.54,40,113
USM_001,42.7,100.0,4,2266,391.69,232.31,4.26,3.08,321,111
USM_012,41.5,95.9,4,2642,359.33,226.43,7.07,3.28,27,107
USM_005,35.4,99.5,3,2462,354.86,227.92,1.0,3.13,18,113
USM_017,48.8,100.0,4,2806,362.56,228.11,6.01,3.02,198,105
USM_016,39.2,100.0,5,2829,346.26,234.56,6.66,2.84,53,108
USM_015,45.7,97.2,6,2779,350.37,230.25,7.85,3.26,20,105
USM_015,44.4,100.0,5,2828,326.53,227.24,3.97,3.57,20,107
USM_005,36.5,92.8,5,2582,319.95,235.4,6.17,4.08,5,111
USM_014,37.0,96.9,5,2489,310.06,237.16,4.15,3.65,48,97
USM_002,40.4,91.7,6,2795,294.32,232.53,6.51,3.32,77,94
USM_011,37.6,98.7,4,2592,314.81,232.52,4.21,4.5,38,118
USM_019,48.2,93.9,6,2710,343.03,235.69,5.18,5.26,129,101
USM_007,40.2,97.0,3,2771,354.12,234.31,4.01,2.24,39,105
USM_006,45.4,100.0,5,2393,339.15,238.29,7.3,3.5,25,112
USM_002,44.0,98.4,7,3118,255.77,232.49,7.72,2.97,17,101
USM_006,42.4,100.0,5,2599,412.98,233.87,5.53,4.26,16,112
USM_018,41.7,89.0,5,2704,393.46,221.39,6.08,4.05,22,101
USM_002,45.7,99.8,4,2693,367.83,223.9,3.1,3.4,289,113
USM_018,38.0,99.2,8,2826,426.3,230.44,5.4,3.88,26,104
USM_015,48.4,97.4,5,2835,310.91,230.68,5.9,3.21,44,98
USM_019,37.7,100.0,6,2611,425.51,225.48,11.24,5.01,19,105
USM_002,44.1,92.7,6,3125,311.39,233.49,3.78,4.33,9,102
USM_020,36.6,100.0,5,1655,359.55,219.71,8.93,4.26,62,101
USM_006,40.7,100.0,5,3030,299.05,227.12,7.99,3.11,47,106
USM_001,42.0,100.0,5,2946,350.59,226.24,6.56,3.21,4,108
USM_015,40.4,100.0,5,2103,365.45,218.75,9.52,4.14,128,110
USM_010,41.0,91.5,6,2938,343.81,242.93,6.74,4.61,42,96
USM_019,36.1,100.0,5,2929,378.56,220.48,6.78,2.08,24,113
USM_017,37.5,100.0,4,2793,353.96,227.42,5.89,3.46,90,104
USM_005,44.1,98.3,5,2223,329.1,231.0,8.45,3.92,7,108
USM_004,42.2,96.6,5,2876,327.33,229.24,8.19,3.43,38,110
USM_010,38.4,100.0,4,2936,382.44,224.65,4.75,3.71,47,127
USM_017,46.1,100.0,4,2539,323.85,233.76,3.36,3.25,89,103
USM_010,36.5,99.8,6,2747,386.62,233.97,5.59,1.1,27,96
USM_017,39.7,100.0,5,2540,398.91,242.46,4.4,2.02,115,114
USM_020,39.4,100.0,4,2910,283.25,231.72,5.87,4.31,71,114
USM_005,44.6,100.0,5,2601,395.32,227.39,8.47,3.09,88,111
USM_002,41.5,98.5,6,2490,432.42,228.72,5.09,3.62,208,96
USM_006,41.0,94.8,5,2648,360.08,228.14,5.91,3.68,111,104
USM_002,34.2,97.0,3,2189,373.96,223.38,6.12,2.71,25,112
USM_013,45.4,100.0,4,2662,391.48,236.93,7.7,2.87,62,104
USM_011,39.5,96.2,4,2753,338.98,230.38,1.51,3.91,121,99
USM_011,41.7,95.4,4,2927,357.29,232.13,4.79,4.07,44,105
USM_016,38.6,92.3,6,2710,297.43,239.11,6.42,6.03,68,97
USM_011,38.5,100.0,3,2204,355.55,219.87,8.4,2.86,11,117
USM_019,47.3,99.6,6,3128,369.92,236.01,5.02,5.03,101,100
USM_015,33.5,96.5,4,3015,370.65,229.72,2.25,2.71,84,104
USM_016,37.6,100.0,5,2659,392.62,235.17,7.24,3.82,131,120
USM_011,47.1,96.5,6,2495,319.01,227.72,4.73,3.74,74,104
USM_016,43.5,99.4,5,2525,328.7,226.37,3.62,3.25,125,111
USM_008,39.9,100.0,5,2587,425.82,229.19,4.75,3.33,10,105
USM_004,46.4,100.0,6,2797,343.99,242.61,5.63,2.71,100,100
USM_008,43.0,93.0,6,2588,358.0,236.41,4.79,4.7,183,98
USM_004,41.3,100.0,3,2405,347.32,230.82,1.59,2.49,101,120
USM_003,42.9,100.0,4,2985,317.13,229.54,7.79,3.65,57,106
USM_003,44.0,97.6,6,2767,414.94,226.17,8.55,4.25,156,96
USM_018,43.8,99.4,6,2372,328.89,225.65,7.3,4.75,5,99
USM_019,49.7,100.0,6,2834,304.91,225.74,3.72,4.31,1,91
USM_019,40.6,100.0,5,2704,331.97,219.44,5.6,3.91,201,106
USM_005,40.8,100.0,3,2442,269.93,229.16,5.99,2.7,68,120
USM_018,36.9,100.0,4,2977,323.95,226.31,7.2,2.55,7,102
USM_010,41.6,86.7,4,2706,311.27,231.05,7.34,3.08,24,100
USM_006,48.6,100.0,7,2670,374.7,229.05,4.53,2.1,82,97
USM_001,45.5,100.0,4,2679,323.06,233.33,6.16,3.33,83,108
USM_005,39.6,89.2,6,2778,385.51,229.93,6.91,3.33,11,96
USM_009,42.3,94.8,8,2651,405.94,227.8,8.91,4.88,38,88
USM_012,36.7,95.7,4,2592,381.25,220.2,7.41,3.04,98,105
USM_014,38.0,100.0,7,2949,341.38,228.41,7.58,3.43,204,110
USM_002,42.1,93.3,4,2245,355.64,220.0,6.17,3.51,58,107
USM_017,40.2,95.2,4,2276,289.0,229.49,8.82,2.25,60,106
USM_014,37.5,98.5,6,2858,344.65,235.38,6.82,4.52,38,109
USM_013,43.0,100.0,5,3405,315.58,230.61,4.28,4.03,46,108
USM_009,41.9,99.4,6,2931,377.77,232.72,8.81,4.19,6,103
USM_015,35.6,90.6,6,3165,450.0,229.22,7.4,4.55,25,96
USM_015,33.0,98.2,4,2449,369.99,225.73,5.11,2.7,42,109
USM_011,39.0,100.0,3,2448,270.35,224.88,5.04,2.59,19,121
USM_016,35.3,100.0,6,2739,335.55,223.01,6.59,3.79,26,102
USM_017,34.3,100.0,5,2878,354.9,236.98,6.93,4.88,212,104
USM_004,46.1,100.0,6,2317,353.49,227.21,6.39,3.72,1,110
USM_001,41.3,99.5,5,2598,320.77,222.62,6.62,4.35,21,110
